"foodAvail","variability"
0.143858259815953,0.0124534723528697
0.14372773342641,0.0124302243550843
0.143597390324653,0.0124070845374452
0.143467230577736,0.0123840529475705
0.143337254252623,0.0123611296328556
0.14320746141618,0.0123383146404728
0.143077852135182,0.0123156080173719
0.142948426476306,0.0122930098102794
0.142819184506137,0.0122705200656987
0.142690126291165,0.0122481388299102
0.142561251897785,0.0122258661489707
0.142432561392297,0.012203702068714
0.142304054840909,0.0121816466347502
0.142175732309731,0.0121596998924657
0.142047593864779,0.0121378618870235
0.141919639571978,0.0121161326633626
0.141791869497152,0.0120945122661982
0.141664283706036,0.0120730007400218
0.141536882264267,0.0120515981291006
0.141409665237388,0.0120303044774776
0.141282632690847,0.0120091198289718
0.141155784689996,0.0119880442271778
0.141029121300095,0.0119670777154659
0.140902642586306,0.0119462203369816
0.140776348613699,0.0119254721346462
0.140650239447244,0.0119048331511561
0.140524315151822,0.011884303428983
0.140398575792215,0.0118638830103738
0.140273021433111,0.0118435719373504
0.140147652139103,0.0118233702517097
0.140022467974687,0.0118032779950237
0.139897469004266,0.0117832952086388
0.139772655292148,0.0117634219336765
0.139648026902544,0.0117436582110327
0.13952358389957,0.0117240040813781
0.139399326347246,0.0117044595851577
0.1392752543095,0.0116850247625908
0.13915136785016,0.0116656996536713
0.139027667032961,0.0116464842981671
0.138904151921543,0.0116273787356203
0.138780822579448,0.0116083830053472
0.138657679070126,0.0115894971464377
0.138534721456928,0.0115707211977561
0.138411949803111,0.0115520551979402
0.138289364171837,0.0115334991854016
0.13816696462617,0.0115150531983257
0.13804475122908,0.0114967172746712
0.137922724043441,0.0114784914521706
0.137800883132031,0.0114603757683297
0.137679228557533,0.0114423702604276
0.137557760382533,0.0114244749655169
0.137436478669522,0.011406689920423
0.137315383480893,0.0113890151617449
0.137194474878946,0.0113714507258543
0.137073752925883,0.011353996648896
0.13695321768381,0.0113366529667876
0.136832869214739,0.0113194197152197
0.136712707580584,0.0113022969296556
0.136592732843163,0.0112852846453312
0.136472945064199,0.011268382897255
0.136353344305316,0.0112515917202081
0.136233930628046,0.0112349111487441
0.136114704093822,0.0112183412171889
0.13599566476398,0.0112018819596407
0.135876812699763,0.0111855334099701
0.135758147962313,0.0111692956018197
0.135639670612681,0.0111531685686043
0.135521380711817,0.0111371523435108
0.135403278320577,0.0111212469594981
0.135285363499721,0.0111054524492967
0.135167636309909,0.0110897688454093
0.135050096811709,0.0110741961801102
0.134932745065589,0.0110587344854455
0.134815581131923,0.0110433837932329
0.134698605070987,0.0110281441350615
0.13458181694296,0.0110130155422922
0.134465216807924,0.0109979980460571
0.134348804725866,0.01098309167726
0.134232580756676,0.0109682964665756
0.134116544960146,0.0109536124444501
0.134000697395971,0.010939039641101
0.133885038123751,0.0109245780865166
0.133769567202987,0.0109102278104566
0.133654284693085,0.0108959888424515
0.133539190653353,0.0108818612118027
0.133424285143003,0.0108678449475828
0.133309568221147,0.0108539400786349
0.133195039946805,0.010840146633573
0.133080700378896,0.0108264646407818
0.132966549576242,0.0108128941284167
0.132852587597571,0.0107994351244035
0.132738814501511,0.0107860876564387
0.132625230346594,0.0107728517519893
0.132511835191253,0.0107597274382927
0.132398629093827,0.0107467147423565
0.132285612112556,0.0107338136909589
0.132172784305581,0.010721024310648
0.132060145730949,0.0107083466277424
0.131947696446608,0.0106957806683307
0.131835436510408,0.0106833264582717
0.131723365980102,0.0106709840231941
0.131611484913346,0.0106587533884966
0.131499793367699,0.010646634579348
0.131388291400621,0.0106346276206867
0.131276979069476,0.0106227325372213
0.131165856431529,0.0106109493534298
0.131054923543948,0.0105992780935601
0.130944180463805,0.0105877187816298
0.130833627248071,0.0105762714414262
0.130723263953623,0.010564936096506
0.130613090637237,0.0105537127701956
0.130503107355593,0.0105426014855907
0.130393314165274,0.0105316022655565
0.130283711122763,0.0105207151327277
0.130174298284446,0.0105099401095084
0.130065075706614,0.0104992772180716
0.129956043445455,0.01048872648036
0.129847201557063,0.0104782879180853
0.129738550097432,0.0104679615527283
0.12963008912246,0.0104577474055391
0.129521818687945,0.0104476454975366
0.129413738849588,0.0104376558495092
0.129305849662991,0.0104277784820137
0.12919815118366,0.0104180134153763
0.129090643467,0.0104083606696919
0.128983326568321,0.0103988202648243
0.128876200542833,0.0103893922204061
0.128769265445647,0.0103800765558387
0.128662521331777,0.0103708732902922
0.128555968256139,0.0103617824427055
0.128449606273551,0.0103528040317862
0.12834343543873,0.0103439380760102
0.128237455806299,0.0103351845936224
0.128131667430778,0.0103265436026359
0.128026070366593,0.0103180151208326
0.127920664668068,0.0103095991657628
0.12781545038943,0.010301295754745
0.127710427584808,0.0102931049048663
0.127605596308232,0.0102850266329823
0.127500956613634,0.0102770609557167
0.127396508554846,0.0102692078894616
0.127292252185603,0.0102614674503774
0.12718818755954,0.0102538396543925
0.127084314730195,0.0102463245172039
0.126980633751005,0.0102389220542764
0.126877144675311,0.010231632280843
0.126773847556354,0.0102244552119052
0.126670742447275,0.0102173908622319
0.126567829401119,0.0102104392463606
0.12646510847083,0.0102036003785966
0.126362579709253,0.0101968742730131
0.126260243169136,0.0101902609434514
0.126158098903127,0.0101837604035206
0.126056146963774,0.0101773726665979
0.125954387403528,0.0101710977458282
0.125852820274741,0.0101649356541242
0.125751445629663,0.0101588864041665
0.12565026352045,0.0101529500084035
0.125549273999154,0.0101471264790514
0.125448477117731,0.0101414158280941
0.125347872928036,0.0101358180672831
0.125247461481827,0.0101303332081378
0.125147242830762,0.0101249612619451
0.125047217026397,0.0101197022397595
0.124947384120194,0.0101145561524034
0.124847744163512,0.0101095230104666
0.124748297207612,0.0101046028243064
0.124649043303654,0.0100997956040478
0.124549982502702,0.0100951013595833
0.124451114855718,0.0100905201005728
0.124352440413566,0.010086051836444
0.124253959227009,0.0100816965763917
0.124155671346713,0.0100774543293783
0.124057576823242,0.0100733251041338
0.123959675707062,0.0100693089091554
0.123861968048539,0.0100654057527079
0.12376445389794,0.0100616156428232
0.123667133305433,0.0100579385873008
0.123570006321084,0.0100543745937074
0.123473072994861,0.0100509236693774
0.123376333376634,0.0100475858214119
0.123279787516169,0.0100443610566799
0.123183435463138,0.0100412493818174
0.123087277267108,0.0100382508032277
0.122991312977549,0.0100353653270813
0.122895542643832,0.0100325929593162
0.122799966315225,0.0100299337056375
0.1227045840409,0.0100273875715173
0.122609395869926,0.0100249545621953
0.122514401851275,0.0100226346826783
0.122419602033816,0.0100204279377401
0.12232499646632,0.0100183343319219
0.122230585197459,0.010016353869532
0.122136368275802,0.0100144865546458
0.122042345749822,0.010012732391106
0.121948517667888,0.0100110913825224
