YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1991-01-01,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.053,1,0.344,1,0.51,0
1991-01-01,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.053,1,0.344,1,0.51,0
1991-01-01,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.053,1,0.344,1,0.51,0
1991-01-01,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.053,1,0.344,1,0.51,0
1991-01-01,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.053,1,0.344,1,0.51,0
1991-01-01,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.053,1,0.344,1,0.51,0
1991-01-01,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.053,1,0.344,1,0.51,0
1991-01-01,8:00,88.1,125.1,23,696,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,9,10,148,16,4,10,9,10,160,16,4,10,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.031,1,0.344,1,0.51,0
1991-01-01,9:00,82.2,133.4,192,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,103,10,506,16,35,10,105,10,585,16,26,10,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.031,1,0.344,1,0.51,0
1991-01-01,10:00,75.3,145.6,359,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,234,10,503,16,107,10,235,10,773,16,39,10,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.031,1,0.344,1,0.51,0
1991-01-01,11:00,70.3,159.0,476,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,284,10,462,16,128,10,335,10,854,16,48,10,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.031,1,0.344,1,0.51,0
1991-01-01,12:00,67.8,173.5,534,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,332,10,441,16,166,10,387,10,885,16,52,10,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.031,1,0.344,1,0.51,0
1991-01-01,13:00,68.0,188.4,530,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,322,10,496,16,137,10,383,10,883,16,52,10,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.031,1,0.344,1,0.51,0
