YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1998-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,1,0.053,1,0.053,1,0.411,1,0.51,0
1998-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,1,0.053,1,0.053,1,0.411,1,0.51,0
1998-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,1,0.053,1,0.053,1,0.411,1,0.51,0
1998-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,1,0.053,1,0.053,1,0.411,1,0.51,0
1998-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,1,0.053,1,0.053,1,0.411,1,0.51,0
1998-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,1,0.053,1,0.053,1,0.411,1,0.51,0
1998-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,1,0.053,1,0.053,1,0.411,1,0.51,0
1998-01-01,8:00,88.1,125.1,23,696,7,1,9,127,1,21,3,1,9,8,10,31,16,7,10,7,10,94,16,4,10,-9900,99,-9900,99,-9900,99,0.3,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,9:00,82.2,133.4,192,1415,114,0,9,542,0,21,40,0,9,80,10,142,16,61,10,99,10,485,16,33,10,-9900,99,-9900,99,-9900,99,0.4,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,10:00,75.3,145.5,359,1415,248,0,9,768,0,21,53,0,9,171,10,346,16,83,10,226,10,697,16,49,10,-9900,99,-9900,99,-9900,99,0.4,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,11:00,70.3,159.0,476,1415,345,0,9,846,0,21,60,0,9,290,10,522,16,114,10,326,10,789,16,60,10,-9900,99,-9900,99,-9900,99,0.4,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,12:00,67.8,173.5,535,1415,386,0,9,869,0,21,57,0,9,226,10,133,16,175,10,377,10,823,16,66,10,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,13:00,68.0,188.4,531,1415,374,0,9,774,0,21,83,0,9,265,11,45,16,248,11,373,10,819,16,65,10,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,14:00,70.8,202.8,465,1415,289,0,9,505,0,21,123,0,9,115,10,40,16,102,10,314,10,776,16,59,10,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,15:00,76.0,216.1,341,1415,133,0,9,149,0,21,97,0,9,76,10,0,16,76,10,209,10,673,16,47,10,-9900,99,-9900,99,-9900,99,0.5,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,16:00,83.1,228.1,169,1415,99,0,9,305,0,21,62,0,9,31,10,0,16,31,10,82,10,436,16,30,10,-9900,99,-9900,99,-9900,99,0.6,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,17:00,88.6,235.6,13,507,4,1,9,51,1,21,3,1,9,2,24,0,27,2,24,3,10,60,16,2,10,-9900,99,-9900,99,-9900,99,0.6,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,1,0.053,1,0.058,1,0.411,1,0.51,0
1998-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,1,0.053,1,0.058,1,0.327,1,0.51,0
1998-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,1,0.053,1,0.058,1,0.327,1,0.51,0
1998-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,1,0.053,1,0.058,1,0.327,1,0.51,0
1998-01-02,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,1,0.053,1,0.058,1,0.327,1,0.51,0
1998-01-02,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.058,1,0.327,1,0.51,0
1998-01-02,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.058,1,0.327,1,0.51,0
1998-01-02,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.058,1,0.327,1,0.51,0
1998-01-02,8:00,88.1,124.9,23,696,2,1,9,0,1,21,2,1,9,4,10,0,16,4,10,6,10,59,16,4,10,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.080,1,0.327,1,0.51,0
1998-01-02,9:00,82.2,133.2,193,1415,40,0,9,0,0,21,40,0,9,34,10,0,16,34,10,93,10,405,16,38,10,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.080,1,0.327,1,0.51,0
1998-01-02,10:00,75.3,145.4,360,1415,41,0,9,0,0,21,41,0,9,75,10,0,16,75,10,216,10,625,16,57,10,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.080,1,0.327,1,0.51,0
1998-01-02,11:00,70.3,158.9,477,1415,64,0,9,0,0,21,64,0,9,109,10,0,16,109,10,314,10,723,16,70,10,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.080,1,0.327,1,0.51,0
1998-01-02,12:00,67.7,173.4,537,1415,64,0,9,0,0,21,64,0,9,126,10,0,16,126,10,365,10,762,16,76,10,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.080,1,0.327,1,0.51,0
1998-01-02,13:00,67.9,188.3,533,1415,64,0,9,0,0,21,64,0,9,125,10,0,16,125,10,362,10,760,16,76,10,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.080,1,0.327,1,0.51,0
1998-01-02,14:00,70.7,202.7,468,1415,62,0,9,0,0,21,62,0,9,106,10,0,16,106,10,305,10,716,16,69,10,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.080,1,0.327,1,0.51,0
1998-01-02,15:00,75.9,216.0,344,1415,38,0,9,0,0,21,38,0,9,71,10,0,16,71,10,203,10,609,16,55,10,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.080,1,0.327,1,0.51,0
1998-01-02,16:00,83.0,228.0,172,1415,55,0,9,107,0,21,42,0,9,30,10,0,16,30,10,80,10,369,16,35,10,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.080,1,0.327,1,0.51,0
1998-01-02,17:00,88.5,235.6,14,531,2,1,9,19,1,21,1,1,9,2,10,0,16,2,10,3,10,39,16,2,10,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.080,1,0.327,1,0.51,0
1998-01-02,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.053,1,0.080,1,0.327,1,0.51,0
